date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:49:21	12587/12587	---M-Z	200	added ('OK')	text/css	etag:%222462559-312b-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/dropzone/dropzone.css	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/dropzone/dropzone.css	(from https://thememakker.com/templates/swift/hospital/add-doctor.html)
22:49:22	64400/64400	---M-Z	200	added ('OK')	text/javascript	etag:%22246255a-fb90-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/dropzone/dropzone.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/dropzone/dropzone.js	(from https://thememakker.com/templates/swift/hospital/add-doctor.html)
22:49:23	68526/68526	---M--	200	added ('OK')	image/jpeg	etag:%2220c23ed-10bae-54136c45caa80%22	https://thememakker.com/templates/swift/hospital/assets/images/image-1.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/image-1.jpg	(from https://thememakker.com/templates/swift/hospital/patient-profile.html)
22:49:24	20831/20831	---M--	200	added ('OK')	image/jpeg	etag:%2220c23ef-515f-54136c45caa80%22	https://thememakker.com/templates/swift/hospital/assets/images/logo-placeholder.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/logo-placeholder.jpg	(from https://thememakker.com/templates/swift/hospital/patient-invoice.html)
22:49:25	7700/7700	---M-Z	200	added ('OK')	text/javascript	etag:%222880a90-1e14-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/waitme/waitMe.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/waitme/waitMe.js	(from https://thememakker.com/templates/swift/hospital/reports.html)
22:49:26	3761/3761	---M-Z	200	added ('OK')	text/javascript	etag:%2225621eb-eb1-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/jquery-countto/jquery.countTo.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/jquery-countto/jquery.countTo.js	(from https://thememakker.com/templates/swift/hospital/reports.html)
22:49:27	63042/63042	---M-Z	200	added ('OK')	text/javascript	etag:%2226028a7-f642-547be3f5d7100-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/jquery-sparkline/jquery.sparkline.min.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/jquery-sparkline/jquery.sparkline.min.js	(from https://thememakker.com/templates/swift/hospital/reports.html)
22:49:28	1048/1048	---M-Z	200	added ('OK')	text/javascript	etag:%2222e2910-418-582b3ebb7c740-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/widgets/infobox/infobox-1.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/widgets/infobox/infobox-1.js	(from https://thememakker.com/templates/swift/hospital/reports.html)
22:49:30	188455/188455	---MCZ	200	added ('OK')	text/javascript	etag:%222402651-2e027-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/chartjs/Chart.bundle.min.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/chartjs/Chart.bundle.min.js	(from https://thememakker.com/templates/swift/hospital/reports.html)
22:49:31	534/534	---M-Z	200	added ('OK')	text/javascript	etag:%2221829a0-216-582b3e9a1b880-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/cards/basic.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/cards/basic.js	(from https://thememakker.com/templates/swift/hospital/reports.html)
22:49:32	2320/2320	---M-Z	200	added ('OK')	text/javascript	etag:%2221a2e1d-910-582b3e9dec180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/charts/chartjs.min.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/charts/chartjs.min.js	(from https://thememakker.com/templates/swift/hospital/reports.html)
22:49:33	636/636	---M-Z	200	added ('OK')	text/css	etag:%2226a47ba-27c-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/jvectormap/jquery-jvectormap-1.2.2.css	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/jvectormap/jquery-jvectormap-1.2.2.css	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:49:34	40256/40256	---M--	200	added ('OK')	image/jpeg	etag:%2220c23f2-9d40-54f0ced3db780%22	https://thememakker.com/templates/swift/hospital/assets/images/puppy-1.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/puppy-1.jpg	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:49:36	91399/91399	---M--	200	added ('OK')	image/jpeg	etag:%2220c23f3-16507-54f0ced3db780%22	https://thememakker.com/templates/swift/hospital/assets/images/puppy-2.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/puppy-2.jpg	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:49:37	66230/66230	---M--	200	added ('OK')	image/jpeg	etag:%2220c23f4-102b6-54f0ced3db780%22	https://thememakker.com/templates/swift/hospital/assets/images/puppy-3.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/puppy-3.jpg	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:49:37	49031/49031	---M--	200	added ('OK')	image/jpeg	etag:%2220c23f5-bf87-54f0ced3db780%22	https://thememakker.com/templates/swift/hospital/assets/images/puppy-4.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/puppy-4.jpg	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:49:39	175347/175347	---MCZ	200	added ('OK')	text/javascript	etag:%222061d00-2acf3-59afa22ecd080-gzip%22	https://thememakker.com/templates/swift/hospital/assets/bundles/jvectormapscripts.bundle.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/bundles/jvectormapscripts.bundle.js	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:49:39	1420/1420	---M-Z	200	added ('OK')	text/javascript	etag:%222243182-58c-582b3eaf16a00-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/maps/jvectormap.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/maps/jvectormap.js	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:49:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:05%20GMT	https://thememakker.com/templates/swift/hospital/assets/css/login.css	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/css/login.css	(from https://thememakker.com/templates/swift/hospital/404.html)
22:49:42	129537/129537	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Apr%202024%2017:20:06%20GMT	https://www.thememakker.com/templates/swift/hospital/assets/css/login.css	/home/raushan/websites/doctor%20admin/www.thememakker.com/templates/swift/hospital/assets/css/login.65.delayed	(from https://thememakker.com/templates/swift/hospital/404.html)
22:49:43	87636/87636	---M--	200	added ('OK')	image/jpeg	etag:%2220c23eb-15654-55dd63b5eb400%22	https://thememakker.com/templates/swift/hospital/assets/images/animation-bg.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/animation-bg.jpg	(from https://thememakker.com/templates/swift/hospital/animations.html)
22:49:43	563/563	---M-Z	200	added ('OK')	text/javascript	etag:%2222a2626-233-582b3eb5c39c0-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/ui/animations.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/ui/animations.js	(from https://thememakker.com/templates/swift/hospital/animations.html)
22:49:44	11649/11649	---M-Z	200	added ('OK')	text/javascript	etag:%222382af8-2d81-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/bootstrap-notify/bootstrap-notify.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/bootstrap-notify/bootstrap-notify.js	(from https://thememakker.com/templates/swift/hospital/breadcrumbs.html)
22:49:45	22879/22879	---M-Z	200	added ('OK')	text/css	etag:%222840c08-595f-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/sweetalert/sweetalert.css	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/sweetalert/sweetalert.css	(from https://thememakker.com/templates/swift/hospital/dialogs.html)
22:49:46	16977/16977	---M-Z	200	added ('OK')	text/javascript	etag:%222840c09-4251-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/sweetalert/sweetalert.min.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/sweetalert/sweetalert.min.js	(from https://thememakker.com/templates/swift/hospital/dialogs.html)
22:49:47	3865/3865	---M-Z	200	added ('OK')	text/javascript	etag:%2222a2627-f19-582b3eb5c39c0-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/ui/dialogs.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/ui/dialogs.js	(from https://thememakker.com/templates/swift/hospital/dialogs.html)
22:49:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:13%20GMT	http://placehold.it/64x64	/home/raushan/websites/doctor%20admin/placehold.it/64x64.6c.delayed	(from https://thememakker.com/templates/swift/hospital/media-object.html)
22:49:49	0/-1	---M--	301	error ('')			http://placehold.it/64x64	/home/raushan/websites/doctor%20admin/placehold.it/64x64.6d.delayed	(from https://thememakker.com/templates/swift/hospital/media-object.html)
22:49:49	0/-1	---M--	301	error ('')			http://placehold.it/64x64	/home/raushan/websites/doctor%20admin/placehold.it/64x64.6e.delayed	(from https://thememakker.com/templates/swift/hospital/media-object.html)
22:49:49	0/-1	---M--	301	error ('')			http://placehold.it/64x64	/home/raushan/websites/doctor%20admin/placehold.it/64x64.6f.delayed	(from https://thememakker.com/templates/swift/hospital/media-object.html)
22:49:49	0/-1	---M--	301	error ('')			http://placehold.it/64x64	/home/raushan/websites/doctor%20admin/placehold.it/64x64.70.delayed	(from https://thememakker.com/templates/swift/hospital/media-object.html)
22:49:49	0/-1	---M--	301	error ('')			http://placehold.it/64x64	/home/raushan/websites/doctor%20admin/placehold.it/64x64.71.delayed	(from https://thememakker.com/templates/swift/hospital/media-object.html)
22:49:49	0/-1	---M--	301	error ('')			http://placehold.it/64x64	/home/raushan/websites/doctor%20admin/placehold.it/64x64.72.delayed	(from https://thememakker.com/templates/swift/hospital/media-object.html)
22:49:49	0/-1	---M--	301	error ('')			http://placehold.it/64x64	/home/raushan/websites/doctor%20admin/placehold.it/64x64.73.delayed	(from https://thememakker.com/templates/swift/hospital/media-object.html)
22:49:49	0/-1	---M--	301	error ('')			http://placehold.it/64x64	/home/raushan/websites/doctor%20admin/placehold.it/64x64.74.delayed	(from https://thememakker.com/templates/swift/hospital/media-object.html)
22:49:49	268/268	---M-Z	200	added ('OK')	text/javascript	etag:%2222a2628-10c-582b3eb6b7c00-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/ui/modals.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/ui/modals.js	(from https://thememakker.com/templates/swift/hospital/modals.html)
22:49:50	2161/2161	---M-Z	200	added ('OK')	text/javascript	etag:%2222a2629-871-582b3eb6b7c00-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/ui/notifications.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/ui/notifications.js	(from https://thememakker.com/templates/swift/hospital/notifications.html)
22:49:51	3428/3428	---M-Z	200	added ('OK')	text/css	etag:%222582b06-d64-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/ion-rangeslider/css/ion.rangeSlider.css	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/ion-rangeslider/css/ion.rangeSlider.css	(from https://thememakker.com/templates/swift/hospital/range-sliders.html)
22:49:52	2206/2206	---M-Z	200	added ('OK')	text/css	etag:%222582b07-89e-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/ion-rangeslider/css/ion.rangeSlider.skinFlat.css	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/ion-rangeslider/css/ion.rangeSlider.skinFlat.css	(from https://thememakker.com/templates/swift/hospital/range-sliders.html)
22:49:53	80317/80317	---M-Z	200	added ('OK')	text/javascript	etag:%2225c2d57-139bd-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/ion-rangeslider/js/ion.rangeSlider.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/ion-rangeslider/js/ion.rangeSlider.js	(from https://thememakker.com/templates/swift/hospital/range-sliders.html)
22:49:54	1847/1847	---M-Z	200	added ('OK')	text/javascript	etag:%2222a262a-737-582b3eb7abe40-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/ui/range-sliders.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/ui/range-sliders.js	(from https://thememakker.com/templates/swift/hospital/range-sliders.html)
22:49:55	4882/4882	---M-Z	200	added ('OK')	text/css	etag:%2227c0c5a-1312-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/nestable/jquery-nestable.css	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/nestable/jquery-nestable.css	(from https://thememakker.com/templates/swift/hospital/sortable-nestable.html)
22:49:56	17600/17600	---M-Z	200	added ('OK')	text/javascript	etag:%2227c0c5b-44c0-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/nestable/jquery.nestable.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/nestable/jquery.nestable.js	(from https://thememakker.com/templates/swift/hospital/sortable-nestable.html)
22:49:57	279/279	---M-Z	200	added ('OK')	text/javascript	etag:%2222a262b-117-582b3eb8a0080-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/ui/sortable-nestable.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/ui/sortable-nestable.js	(from https://thememakker.com/templates/swift/hospital/sortable-nestable.html)
22:49:59	61/61	---M--	200	added ('OK')	application/json	date:Sat,%2013%20Apr%202024%2017:20:24%20GMT	http://via.placeholder.com/robots.txt		(from https://thememakker.com/templates/swift/hospital/patients.html)
22:50:00	520363/520363	---MCZ	200	added ('OK')	text/javascript	etag:%2224422d0-7f0ab-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/ckeditor/ckeditor.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/ckeditor/ckeditor.js	(from https://thememakker.com/templates/swift/hospital/mail-compose.html)
22:50:00	939/939	---M-Z	200	added ('OK')	text/javascript	etag:%22220265d-3ab-582b3ea95dc80-gzip%22	https://thememakker.com/templates/swift/hospital/assets/js/pages/forms/editors.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/forms/editors.js	(from https://thememakker.com/templates/swift/hospital/mail-compose.html)
22:50:02	750/750	URF---	200	added ('OK%20(cached)')	image/png		http://via.placeholder.com/130x130	/home/raushan/websites/doctor%20admin/via.placeholder.com/130x130.png	(from https://thememakker.com/templates/swift/hospital/patients.html)
22:50:08	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:26%20GMT	https://thememakker.com/templates/swift/hospital/assets/bundles/libscripts.bundle.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/bundles/libscripts.bundle.js	(from https://thememakker.com/templates/swift/hospital/)
22:50:08	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:26%20GMT	https://thememakker.com/templates/swift/hospital/assets/bundles/chartscripts.bundle.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/bundles/chartscripts.bundle.js	(from https://thememakker.com/templates/swift/hospital/)
22:50:09	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:26%20GMT	https://thememakker.com/templates/swift/hospital/assets/bundles/fullcalendarscripts.bundle.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/bundles/fullcalendarscripts.bundle.js	(from https://thememakker.com/templates/swift/hospital/doctor-schedule.html)
22:50:09	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:27%20GMT	https://thememakker.com/templates/swift/hospital/assets/images/image-1.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/image-1.jpg	(from https://thememakker.com/templates/swift/hospital/patient-profile.html)
22:50:10	188455/188455	UR-MCZ	200	added ('OK')	text/javascript	etag:%222402651-2e027-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/chartjs/Chart.bundle.min.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/chartjs/Chart.bundle.min.js	(from https://thememakker.com/templates/swift/hospital/reports.html)
22:50:10	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:34%20GMT	https://thememakker.com/templates/swift/hospital/assets/images/puppy-2.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/puppy-2.jpg	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:50:11	38384/38384	---M--	200	added ('OK')	font/woff2	etag:%2220a516a-95f0-5240ab164cf00%22	https://thememakker.com/templates/swift/hospital/assets/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://thememakker.com/templates/swift/hospital/assets/css/main.css)
22:50:11	175347/175347	UR-MCZ	200	added ('OK')	text/javascript	etag:%222061d00-2acf3-59afa22ecd080-gzip%22	https://thememakker.com/templates/swift/hospital/assets/bundles/jvectormapscripts.bundle.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/bundles/jvectormapscripts.bundle.js	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:50:12	50312/50312	---M--	200	added ('OK')	font/woff	etag:%2220a5169-c488-5240ab164cf00%22	https://thememakker.com/templates/swift/hospital/assets/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://thememakker.com/templates/swift/hospital/assets/css/main.css)
22:50:13	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:36%20GMT	https://thememakker.com/templates/swift/hospital/assets/images/animation-bg.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/animation-bg.jpg	(from https://thememakker.com/templates/swift/hospital/animations.html)
22:50:13	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:35%20GMT	https://thememakker.com/templates/swift/hospital/assets/images/puppy-3.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/puppy-3.jpg	(from https://thememakker.com/templates/swift/hospital/widgets.html)
22:50:13	520363/520363	UR-MCZ	200	added ('OK')	text/javascript	etag:%2224422d0-7f0ab-5414a2eac9180-gzip%22	https://thememakker.com/templates/swift/hospital/assets/plugins/ckeditor/ckeditor.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/ckeditor/ckeditor.js	(from https://thememakker.com/templates/swift/hospital/mail-compose.html)
22:50:13	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:38%20GMT	https://thememakker.com/templates/swift/hospital/assets/js/pages/forms/editors.js	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/js/pages/forms/editors.js	(from https://thememakker.com/templates/swift/hospital/mail-compose.html)
22:50:15	99212/99212	---M--	200	added ('OK')	font/ttf	etag:%2220a5168-1838c-5240ab164cf00%22	https://thememakker.com/templates/swift/hospital/assets/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://thememakker.com/templates/swift/hospital/assets/css/main.css)
22:50:16	95220/95220	---M--	200	added ('OK')	image/jpeg	etag:%2220c23ec-173f4-55dd634192180%22	https://thememakker.com/templates/swift/hospital/assets/images/bg-1.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/bg-1.jpg	(from https://thememakker.com/templates/swift/hospital/assets/css/main.css)
22:50:17	752620/752620	---M--	200	added ('OK')	image/jpeg	etag:%2220c23f1-b7bec-5485a9b75d300%22	https://thememakker.com/templates/swift/hospital/assets/images/profile-bg.jpg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/profile-bg.jpg	(from https://thememakker.com/templates/swift/hospital/assets/css/main.css)
22:50:17	621/621	---M-Z	200	added ('OK')	image/svg+xml	etag:%2220c23f0-26d-506f95b6c4980-gzip%22	https://thememakker.com/templates/swift/hospital/assets/images/magnifier.svg	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/images/magnifier.svg	(from https://thememakker.com/templates/swift/hospital/assets/css/main.css)
22:50:18	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202024%2017:20:40%20GMT	https://thememakker.com/templates/swift/hospital/assets/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://thememakker.com/templates/swift/hospital/assets/css/main.css)
22:50:18	304/304	---M--	200	added ('OK')	image/png	etag:%2225a2bd5-130-5414a2eac9180%22	https://thememakker.com/templates/swift/hospital/assets/plugins/ion-rangeslider/img/sprite-skin-flat.png	/home/raushan/websites/doctor%20admin/thememakker.com/templates/swift/hospital/assets/plugins/ion-rangeslider/img/sprite-skin-flat.png	(from https://thememakker.com/templates/swift/hospital/assets/plugins/ion-rangeslider/css/ion.rangeSlider.skinFlat.css)
